Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,main,solar_output,wind_output,total_renewable,renewable_ratio,energy_source
19.2,27.6,0.0,429.5,0.0037932139445365,0,252.06107589166504,480.884443778629,272.14541896862056,753.0298627472496,2.987489679171643,ECO_SOURCE
19.29,27.2,0.0,464.0,0.0037590561850982,0,491.61468943271433,794.6272023773612,250.3250579016922,1044.9522602790535,2.1255513367284617,ECO_SOURCE
20.29,33.0,0.0,450.0,0.004861092042156,0,313.09814876313646,538.0783848359684,285.37275937923096,823.4511442151994,2.6300096230787773,ECO_SOURCE
19.39,27.1,0.0,457.0,0.0037686851408931,0,2082.01632341074,221.07541180230075,131.71930780784737,352.79471961014815,0.1694485848373192,MAINS
21.5,25.89,0.0,491.666666666667,0.0041034997331217,0,396.30279099551944,226.56720527718304,233.97955805042074,460.5467633276038,1.1621083015103235,ECO_SOURCE
20.5,33.59,0.0,650.0,0.0050138106150364,0,380.8534240359053,680.3430921152517,151.73196620038365,832.0750583156354,2.1847645466808006,ECO_SOURCE
22.29,26.15,472.25,893.75,0.004351214713085,1,1443.2104077615568,486.8655035316509,412.8927143556018,899.7582178872527,0.6234421627285744,MAINS
19.39,27.6,0.0,438.0,0.003838647196703,0,230.70456495805232,323.2528007126758,265.78503963770254,589.0378403503784,2.5532127656749215,ECO_SOURCE
20.29,33.09,0.0,451.0,0.0048744534616992,0,325.3626430506662,741.162342107984,72.09600632638478,813.2583484343688,2.499544326321834,ECO_SOURCE
20.0,25.7,0.0,445.0,0.0037116162768695,0,1313.2572340698105,431.9387819910086,142.2963927117124,574.235174702721,0.4372602410292115,MAINS
19.9266666666667,29.79,290.666666666667,424.333333333333,0.0042867293788519,0,1785.3207560886506,338.74760156130895,374.83847594898174,713.5860775102907,0.39969628711069405,MAINS
19.5,26.7,0.0,460.0,0.0037383739208854,0,509.403783437532,300.9426358635807,258.60341757903814,559.5460534426188,1.0984332500766276,ECO_SOURCE
20.39,18.7,0.0,439.0,0.0027624106412118,0,269.8705515948445,154.04861329612936,416.2789359895719,570.3275492857013,2.113337472040786,ECO_SOURCE
19.39,31.29,0.0,436.0,0.0043554513076846,0,491.4126779710915,546.0405254462361,407.9252975243289,953.965822970565,1.9412723068302367,ECO_SOURCE
22.2225,24.84,433.0,933.25,0.0041147342969363,1,2311.9169288219036,388.39333043690596,368.7179375284121,757.1112679653181,0.3274820381851365,MAINS
20.0666666666667,19.26,133.0,460.666666666667,0.002788934720234,0,361.8069516556196,388.92617408655036,223.33872201054731,612.2648960970977,1.692241935361907,ECO_SOURCE
19.7,30.1,161.25,422.25,0.0042707522933524,0,462.5987247913724,625.366813705912,163.88477110724585,789.2515848131579,1.7061257252040694,ECO_SOURCE
20.1,33.09,0.0,451.0,0.0048170646240456,0,218.34128900366707,131.40808205535873,113.39984821288576,244.8079302682445,1.1212168407787173,ECO_SOURCE
20.2,29.945,419.0,736.0,0.0043832519781644,1,2072.0034108241593,426.6441332615606,440.31777054172744,866.9619038032881,0.4184172184631905,MAINS
20.39,19.1,0.0,465.0,0.0028217677022694,0,290.68301014893456,204.41777409856752,184.25690578481806,388.6746798833856,1.337108349346747,ECO_SOURCE
20.5,18.89,0.0,431.0,0.0028097037991726,0,1502.7770875725853,531.1234334863668,72.78988247734831,603.9133159637151,0.40186486802191523,MAINS
21.29,33.2,489.0,1414.0,0.00520396186213,1,2438.3653760078387,347.03426759001854,226.93618763596552,573.9704552259841,0.23539148844284563,MAINS
20.2,19.1,0.0,453.0,0.0027886788419793,0,1470.7703786593524,375.36341709945776,204.25923315908375,579.6226502585415,0.3940945906096392,MAINS
22.39,17.7,362.0,452.0,0.0029565564114779,0,234.35986049790446,485.32281523753414,297.7896988038591,783.1125140413933,3.3414959045360737,ECO_SOURCE
19.2,30.79,25.0,428.333333333333,0.0042346172954835,0,246.67709731550235,783.6763488632859,116.66952048618263,900.3458693494684,3.649896480652671,ECO_SOURCE
21.675,21.175,433.0,813.75,0.0033884423949699,1,2578.4337859642746,395.02132219902757,368.6009391076288,763.6222613066564,0.2961574058885826,MAINS
22.0,20.795,474.5,873.5,0.0033943764272838,1,2159.474215438973,588.2349954912567,244.65322969500056,832.8882251862572,0.38569028480710504,MAINS
20.7,34.4175,419.0,568.75,0.0052026374244176,1,1941.7559971443907,476.90884979976653,398.6953102795634,875.6041600793299,0.45093418604964874,MAINS
19.7,26.7,31.0,424.0,0.0037854058514581,0,246.3104580116545,562.1801551434014,393.0054626800319,955.1856178234333,3.877974266842691,ECO_SOURCE
19.39,26.89,0.0,467.0,0.0037393057416832,0,1598.332771864685,779.1345391185126,21.942385168008634,801.0769242865213,0.5011953320283548,MAINS
20.5,21.1,0.0,454.5,0.0031400792838513,0,374.23057508432646,212.56778614894975,29.895779812572123,242.46356596152188,0.6478988679823579,MAINS
21.55,19.34,560.75,663.75,0.0030696616041155,0,319.91586529232825,332.5855316733529,59.52546847607704,392.1110001494299,1.2256691295729651,ECO_SOURCE
20.15,33.09,0.0,451.0,0.0048321087483126,0,391.80162905042175,728.3128210632589,208.44226126041818,936.755082323677,2.3908912390027965,ECO_SOURCE
22.5,17.34,151.75,443.75,0.0029156650794581,0,944.7273810315139,360.93827490292284,110.39396708368561,471.33224198660844,0.49890820510778217,MAINS
20.84,19.65,419.0,573.0,0.0029854707012152,1,1149.5089526603995,650.064281674599,122.2911108596287,772.3553925342277,0.6719002846795621,MAINS
19.55,30.15,0.0,438.5,0.0042379461506166,0,847.048981976792,741.5896162998788,44.35448697063224,785.944103270511,0.9278614578301269,MAINS
19.89,26.6,0.0,439.0,0.0038161342109962,0,668.1483927323515,643.044713446113,120.75514360250166,763.7998570486146,1.1431590128131603,ECO_SOURCE
22.1,27.2,0.0,567.0,0.0044747382697237,0,462.22153199155554,734.9524090164032,243.49806644256427,978.4504754589675,2.11684313200027,ECO_SOURCE
19.5,30.5,0.0,439.0,0.0042740831504546,0,424.6752921435559,568.9684838416268,259.76359454692357,828.7320783885505,1.9514487744401396,ECO_SOURCE
20.1,33.09,0.0,449.0,0.0048170646240456,0,2636.4004155448642,282.31219640214783,128.5318502623685,410.8440466645163,0.1558352229965065,MAINS
19.5333333333333,27.0,0.0,474.0,0.0037885248351872,0,368.5393557986414,542.9223232058545,249.55984539799263,792.4821686038471,2.1503325388044447,ECO_SOURCE
19.7,26.7,31.0,423.0,0.0037854058514581,0,1717.8702257552925,324.7329742192151,181.8298130649439,506.562787284159,0.2948783788725598,MAINS
21.1,20.1,0.0,538.0,0.0031036362031379,0,344.6405999209949,97.36366494984976,184.03398625571592,281.3976512055657,0.8164959417725974,MAINS
19.65,19.4725,48.0,452.5,0.0027476004677509,0,325.62769714479646,534.2102776081654,106.02694035838904,640.2372179665545,1.966163270447664,ECO_SOURCE
21.9633333333333,37.56,439.0,1828.33333333333,0.0061441318990109,1,2912.5384236361797,595.1833034581134,46.434392967958345,641.6176964260718,0.22029501524139192,MAINS
19.29,31.2,14.0,438.0,0.0043156941375931,0,276.1090489987432,397.4824443792423,180.25376284858112,577.7362072278233,2.092420401732118,ECO_SOURCE
22.0,24.1,0.0,844.0,0.0039372678336153,0,364.9151765489933,740.3436869652884,228.0072710003324,968.3509579656208,2.6536330089730056,ECO_SOURCE
21.65,20.34,465.5,789.5,0.0032491285240774,1,2293.9944141454407,653.9750373711064,168.80693997450666,822.7819773456131,0.3586678207549673,MAINS
21.29,33.1725,481.5,1414.5,0.0051996153177945,1,1777.8228480930745,368.9995309344025,388.8742355287596,757.8737664631622,0.4262931862283531,MAINS
20.0,18.7,0.0,437.5,0.0026962878914887,0,406.4352977619051,465.1725108779365,153.12509505486258,618.2976059327991,1.5212694599547445,ECO_SOURCE
21.0,25.0,0.0,444.0,0.0038411240057139,0,439.74739133143464,387.6455211564523,29.0587346167032,416.70425577315547,0.9475991534855707,MAINS
19.5666666666667,30.1666666666667,0.0,442.666666666667,0.0042447297696501,0,373.8832697684852,141.29134952989904,304.5600276062702,445.8513771361692,1.1924881726113283,ECO_SOURCE
21.1,36.2,447.0,821.0,0.005612063544187,1,2227.209941377057,649.0494555216711,63.83724507114189,712.886700592813,0.3200806027976167,MAINS
20.15,33.0,0.0,451.5,0.0048188642925995,0,254.1449024204398,332.7286260552235,68.4901423945968,401.21876844982035,1.578700830229802,ECO_SOURCE
19.445,26.7,0.0,462.0,0.0037255308668098,0,394.82899392202125,719.2438735721134,78.4150398074334,797.6589133795469,2.020264280634579,ECO_SOURCE
20.0,18.84,0.0,439.0,0.0027165621661509,0,496.76500502617586,173.35016734792504,99.72013888215545,273.0703062300805,0.5496971474785985,MAINS
19.29,31.29,0.0,439.5,0.0043282298833415,0,227.32532446401544,437.0014914873551,264.90048437007744,701.9019758574325,3.0876541252602077,ECO_SOURCE
22.1,37.9,426.0,1803.25,0.0062527167593995,1,891.1917900090015,703.8638627451146,82.76330041931901,786.6271631644336,0.8826687722925368,MAINS
22.2,26.6,454.666666666667,1069.0,0.0044022647703782,1,2671.497820473651,646.6756366519463,202.70180487880484,849.3774415307512,0.3179405332174886,MAINS
22.89,17.65,341.0,457.0,0.0030394553212435,0,1746.2223844867704,440.38114651431243,239.20073397874714,679.5818804930595,0.38917258565139423,MAINS
22.29,26.1666666666667,334.333333333333,900.333333333333,0.0043540073665379,1,1106.1762590868243,380.984207405342,260.27763790920335,641.2618453145453,0.5797103671741453,MAINS
20.29,33.0,0.0,488.0,0.004861092042156,0,422.62777776747333,447.4924026228544,126.56059836773464,574.053000990589,1.358294535259887,ECO_SOURCE
19.29,26.1,0.0,470.0,0.0036061541641287,0,1793.1160945314748,759.0584159004011,116.12218446145806,875.1806003618592,0.4880780463858008,MAINS
19.79,19.2,0.0,444.0,0.0027327330336943,0,1755.7280331107281,597.4378918535971,148.54241973189255,745.9803115854896,0.42488375051105826,MAINS
19.245,31.15,6.0,424.5,0.0042965848707755,0,275.21954780061634,235.78261625585876,333.925630586914,569.7082468427727,2.0700137450102187,ECO_SOURCE
22.39,27.39,0.0,620.0,0.0045870824294015,0,584.0157668276809,214.0806606474392,217.46945748538351,431.5501181328227,0.7389357319528592,MAINS
20.2,19.1,0.0,453.0,0.0027886788419793,0,493.4796390588422,600.8944713863652,153.8363342314589,754.7308056178241,1.5294061717667553,ECO_SOURCE
20.865,19.945,13.5,435.75,0.0030351977704683,0,2488.325953165064,625.0162435025481,313.8415846979994,938.8578282005476,0.3773050017849764,MAINS
20.84,22.945,0.0,449.0,0.0034888958384856,0,1395.894127008961,271.1797019086192,36.731589791801845,307.9112917004211,0.22058355697806042,MAINS
20.1,33.09,0.0,447.333333333333,0.0048170646240456,0,1095.1479226655015,589.2197896983922,173.03930687233492,762.2590965707271,0.6960330022956626,MAINS
19.5333333333333,26.89,31.0,430.0,0.0037729964786778,0,240.33711223011932,491.87371942749974,137.7937153826873,629.667434810187,2.61993426220121,ECO_SOURCE
20.29,33.09,0.0,449.0,0.0048744534616992,0,260.1080912010351,437.27942788236027,267.92017191455744,705.1995997969177,2.711179020001633,ECO_SOURCE
21.7,20.0,377.75,757.75,0.0032043703156642,1,1487.4411865540965,418.949263019228,311.05494453751874,730.0042075567467,0.4907785357536873,MAINS
22.7,17.0333333333333,153.333333333333,441.666666666667,0.0028990149006283,0,2332.8795781146446,694.4396031374404,242.00704589787287,936.4466490353133,0.4014123394196447,MAINS
21.29,19.1,48.0,438.0,0.0029832453374038,0,1311.286339029773,720.2467402254381,133.84599551735502,854.0927357427931,0.6513396123494587,MAINS
21.0,19.7,0.0,476.0,0.0030228482235861,0,491.7704706949211,605.4280593693949,194.9460097337569,800.3740691031518,1.6275358460871854,ECO_SOURCE
22.4266666666667,26.6966666666667,429.0,1088.0,0.0044801828822053,1,1157.0885847540526,553.9954511053523,148.49058779377822,702.4860388991306,0.6071151752382459,MAINS
19.34,27.445,0.0,425.0,0.0038050230787118,0,477.32902753527867,263.50811977845655,162.44860981940224,425.9567295978588,0.8923754999718239,MAINS
21.2,21.195,0.0,611.5,0.0032938723973068,0,1238.7263952580734,602.0166051622692,171.33860689069562,773.3552120529648,0.6243147922038472,MAINS
19.7,19.29,0.0,449.0,0.0027302380307993,0,206.75129822860595,440.7639935564244,178.56502365390037,619.3290172103248,2.9955266182925224,ECO_SOURCE
21.89,36.95,444.0,1684.0,0.0060161288067652,1,2582.075941970678,667.0983331972049,151.3645648059849,818.4628980031898,0.31697863130180715,MAINS
21.0,24.89,0.0,445.0,0.0038241191513591,0,2756.5161072915967,558.7614060923785,232.50304465473877,791.2644507471173,0.2870523588286124,MAINS
21.0,32.4725,454.0,1289.25,0.0049984623285902,1,1396.7888135425337,914.4324528541187,43.43218134555008,957.8646341996687,0.6857619597985853,MAINS
20.8233333333333,35.8266666666667,0.0,1182.66666666667,0.0054591711830722,0,734.2183433323485,290.290374152177,178.2169018496868,468.5072760018638,0.6381034746087664,MAINS
20.39,32.9,0.0,505.0,0.0048765158292672,0,486.3852114512162,275.0930093869972,100.9946413280445,376.0876507150417,0.7732300280942296,MAINS
21.0,24.7,0.0,439.0,0.0037947493066615,0,2344.404202877278,811.2967933705328,253.46277198365854,1064.7595653541914,0.4541706434613179,MAINS
19.2,31.6,0.0,437.5,0.0043467969176909,0,203.35979157671125,296.93305776903725,342.99287780578646,639.9259355748237,3.1467672670850044,ECO_SOURCE
19.39,27.0666666666667,0.0,465.333333333333,0.0037640215599955,0,2581.268169794613,783.760691231031,189.06812413439496,972.828815365426,0.3768801811254009,MAINS
20.29,32.9,0.0,462.0,0.0048462466884512,0,394.621830242541,263.74517837675097,191.65426863325877,455.39944701000974,1.1540148367618532,ECO_SOURCE
19.39,27.175,7.0,421.0,0.0037791784520693,0,423.9257698532315,665.121323842741,192.50994576021992,857.631269602961,2.023069439491456,ECO_SOURCE
20.2,23.2,0.0,435.0,0.0033905588625044,0,488.5167416067515,528.3131307581962,337.78933950784324,866.1024702660394,1.7729228018212704,ECO_SOURCE
21.7,20.39,494.0,791.0,0.0032671837533781,1,2894.0632112634503,465.32645231357276,277.8423981419678,743.1688504555406,0.2567908149217992,MAINS
20.525,34.7,0.0,891.25,0.0051889391260508,0,200.3959606952989,742.5800776713556,462.2239586361403,1204.804036307496,6.012117370665943,ECO_SOURCE
21.29,32.975,469.25,1130.5,0.0051684009965302,1,2795.5977166885928,285.19707330730324,207.67973426353117,492.87680757083444,0.17630462517141088,MAINS
19.945,18.7,0.0,441.0,0.0026870758812226,0,339.4068405335495,463.40600737517354,151.82567417130306,615.2316815464766,1.8126673009280805,ECO_SOURCE
22.745,26.0,22.0,963.25,0.0044482068960374,0,429.9041639313957,793.6723726812342,170.0884833639529,963.760856045187,2.2418039574954767,ECO_SOURCE
21.2,32.9,454.0,1113.0,0.0051279196436793,1,2620.1052240037097,658.2308306256185,182.0382749424105,840.2691055680291,0.3207005191509207,MAINS
22.39,26.4633333333333,444.0,1057.33333333333,0.0044307853865307,1,2587.325591998248,423.3305956870251,46.90719535170418,470.23779103872926,0.1817466624583396,MAINS
19.39,26.79,0.0,465.0,0.0037253165211672,0,324.44920156668616,678.6339532172778,189.1680009984263,867.8019542157042,2.6746928333474083,ECO_SOURCE
21.29,32.9666666666667,467.333333333333,1123.33333333333,0.005167084004874,1,2385.662433367557,510.7602451818596,129.61668747749576,640.3769326593554,0.26842730291703976,MAINS
19.29,26.34,0.0,465.5,0.003639508231732,0,961.2873013718689,447.3836088651885,144.4923617341422,591.8759705993307,0.6157118374024652,MAINS
19.2,31.39,0.0,429.333333333333,0.0043177094529651,0,335.7693510306748,483.2313499518226,426.68002613148803,909.9113760833106,2.7099298172696655,ECO_SOURCE
21.1,24.89,0.0,435.5,0.00384783443575,0,408.48593580291436,284.5972633409079,72.80183576198546,357.39909910289333,0.8749361184257043,MAINS
19.29,26.7,0.0,471.0,0.0036895460021657,0,320.57605609780296,594.333036663551,43.590421460218735,637.9234581237697,1.9899285863356833,ECO_SOURCE
19.89,18.815,0.0,435.0,0.0026944312398122,0,325.35148832776326,628.2531130545661,259.03398695378434,887.2871000083505,2.7271647182830345,ECO_SOURCE
19.5,27.6,0.0,447.0,0.0038651695797575,0,377.93178653364936,440.88418427829447,296.81669594263536,737.7008802209298,1.951941875508924,ECO_SOURCE
21.2,25.34,0.0,465.5,0.003942121131448,0,1154.6840000195632,758.5855904027962,478.5209913947954,1237.1065817975916,1.0713810720306438,ECO_SOURCE
21.79,20.6225,462.75,833.5,0.003322960929007,1,1268.2249123157164,727.3316875782434,387.5935089143409,1114.9251964925843,0.8791226111910904,MAINS
21.5,24.39,457.333333333333,782.333333333333,0.0038642764773461,1,1754.5622724784946,625.013722112803,261.6763202664408,886.6900423792438,0.5053625375899058,MAINS
20.445,33.045,0.0,552.5,0.0049149713173495,0,448.1560142735965,615.0598842491961,65.08786636936178,680.1477506185579,1.517658424647029,ECO_SOURCE
20.34,22.445,0.0,442.0,0.0033082949578363,0,262.95940318373636,456.99530929647665,100.64475166822336,557.6400609647001,2.1206317561310515,ECO_SOURCE
21.6,24.55,484.5,811.0,0.0039138170422939,1,2746.385471317698,466.79124629326833,322.4545715396848,789.2458178329532,0.2873761990352644,MAINS
19.7,19.39,0.0,448.0,0.0027444541255403,0,454.9016818472369,420.17296548459063,65.29262357486328,485.4655890594539,1.067187940673477,ECO_SOURCE
19.7,19.2,0.0,445.0,0.0027174440986856,0,274.3797349417422,570.3380888861873,18.50506613322394,588.8431550194113,2.1460883586917876,ECO_SOURCE
22.7,26.89,539.0,1113.66666666667,0.004588962457728,0,211.97675976912538,356.30464808801474,212.52799854141068,568.8326466294254,2.683467033126508,ECO_SOURCE
22.89,25.945,534.0,987.0,0.0044781976508332,1,2706.5791455241583,828.3319765701417,44.74571492329695,873.0776914934387,0.32257608019231143,MAINS
20.2,32.9,0.0,448.0,0.0048191465636018,0,947.0505898583036,312.8521976356132,56.74310552574433,369.59530316135755,0.39025930306073287,MAINS
20.0,18.89,0.0,437.0,0.0027238032974594,0,319.1873878837717,591.1499314458747,85.6085246683098,676.7584561141845,2.120254376594034,ECO_SOURCE
19.7,19.55,6.0,459.0,0.0027672012229157,0,226.08186820767625,457.7626832834523,372.17909149821753,829.9417747816699,3.6709789306026734,ECO_SOURCE
20.1,33.09,0.0,449.5,0.0048170646240456,0,2002.4732834562903,527.0964684118344,78.95574687979409,606.0522152916285,0.30265183575661786,MAINS
22.1,38.79,433.0,2007.0,0.0064010594243045,1,2234.873976275392,257.36901804623966,387.2516418635367,644.6206599097764,0.2884371408646905,MAINS
21.9633333333333,21.4633333333333,469.0,885.666666666667,0.003496209854666,1,1711.7407178251174,773.8942028219964,271.78969557565085,1045.6838983976472,0.6108891887120963,MAINS
22.1,21.445,479.0,883.5,0.0035226073082043,1,2398.495656044909,514.0434233445216,149.92459349086917,663.9680168353907,0.27682685818587893,MAINS
20.5,33.4,0.0,622.0,0.004985222965902,0,251.42966134241541,762.6693489611607,140.2476848887192,902.9170338498799,3.5911317265794707,ECO_SOURCE
20.675,26.4175,151.0,426.6,0.0039794141423384,0,1698.206499381801,664.2608826318161,223.1073234363779,887.368206068194,0.5225325697382639,MAINS
22.1,21.1633333333333,479.0,892.333333333333,0.0034760814966342,1,2039.4744375479906,527.0587824942369,169.92151867119452,696.9803011654315,0.3417450536930453,MAINS
22.125,24.2675,433.0,878.5,0.003995333191622,1,450.35080647432665,450.57857738380943,58.926008425275874,509.5045858090853,1.131350446106353,ECO_SOURCE
19.5,26.5,0.0,473.0,0.0037102040844392,0,389.2264994122303,635.5782648847024,43.31556521322257,678.893830097925,1.7442127684603193,ECO_SOURCE
21.7,27.0,0.0,528.5,0.004333714055788,0,223.68182088396668,740.8344825590218,86.74287377576704,827.5773563347889,3.699797118354507,ECO_SOURCE
19.625,19.5,10.0,458.0,0.0027472094436211,0,243.15034129709326,646.6194782715106,193.23928198431435,839.858760255825,3.454071895501243,ECO_SOURCE
20.39,19.1,0.0,458.5,0.0028217677022694,0,1385.4024765822007,662.6964439126414,57.00950632289058,719.705950235532,0.5194923225567292,MAINS
21.29,25.2,0.0,454.0,0.003942047886573,0,2496.1890057558185,664.3858961369958,301.54740193266855,965.9332980696644,0.386963205046723,MAINS
19.39,30.89,0.0,434.5,0.0042993879384934,0,1150.6809735659413,355.6886677153825,69.33614353596889,425.02481125135137,0.36936807074701733,MAINS
19.29,31.5,0.0,436.666666666667,0.0043574819083188,0,305.3431071670436,140.23766064074923,192.4373901520374,332.67505079278664,1.0895122338910064,ECO_SOURCE
19.2,31.6,0.0,433.0,0.0043467969176909,0,1158.4603975170553,639.2131807221526,159.41664465996448,798.6298253821171,0.6893889744473197,MAINS
22.2675,25.89,459.0,795.5,0.0043017164486566,0,2620.225546076725,595.9565406156041,174.0702694296774,770.0268100452815,0.2938780637408279,MAINS
20.2,19.1,0.0,455.0,0.0027886788419793,0,308.7749637784031,653.026627480507,38.386353617355184,691.4129810978623,2.239213220648501,ECO_SOURCE
20.29,20.7,0.0,443.0,0.0030403739727938,0,416.80507234234597,410.81153348584934,56.2781933575643,467.08972684341364,1.1206430963483238,ECO_SOURCE
21.39,33.2725,479.0,1444.75,0.0052477645163146,1,2259.6427290858283,552.6549260291733,117.63668239219581,670.2916084213691,0.2966361008284462,MAINS
22.6666666666667,26.0666666666667,32.6666666666667,962.333333333333,0.0044383998161328,0,567.6063216135078,654.1202380853722,380.98077534427586,1035.101013429648,1.823624885796224,ECO_SOURCE
20.5,31.1633333333333,441.0,970.333333333333,0.0046488870287812,1,1044.7313856374753,742.2608685773853,110.31248265083669,852.573351228222,0.8160694346403673,MAINS
21.89,18.1,64.4,442.0,0.0029325376584145,0,478.70626571504033,612.4109860956638,281.55422020164565,893.9652062973095,1.8674608425314836,ECO_SOURCE
23.075,17.0,263.5,449.5,0.0029601169265009,0,563.1775223720753,478.4039096929716,42.816425921306895,521.2203356142785,0.9254991808247687,MAINS
20.39,32.9,0.0,515.0,0.0048765158292672,0,257.59265175777136,215.75030864391755,184.52603532929098,400.27634397320855,1.5539121214902145,ECO_SOURCE
21.34,21.0,452.0,811.5,0.0032917036031705,1,568.3895183563275,455.08293175185173,353.43231004009033,808.5152417919421,1.4224668395188071,ECO_SOURCE
19.39,26.79,0.0,466.5,0.0037253165211672,0,390.90443758011696,248.1909428980105,129.0306022001922,377.2215450982027,0.9649968351175089,ECO_SOURCE
20.7,22.5,0.0,455.0,0.0033913353879516,0,400.00569556775395,367.7423434842546,124.25206671580463,491.99441020005924,1.2299685120776587,ECO_SOURCE
20.2,19.0,0.0,447.0,0.0027740133138574,0,381.2521814517776,647.5803337545186,140.7418016841788,788.3221354386974,2.0677183601594886,ECO_SOURCE
22.0,37.56,0.0,1737.0,0.00615802721484,0,379.89204322068986,731.2146037795236,132.70376853996507,863.9183723194886,2.274115469740477,ECO_SOURCE
19.39,27.2,0.0,421.0,0.0037826763006657,0,684.1829933563313,477.57319381186426,291.1553984479675,768.7285922598318,1.12357161713236,ECO_SOURCE
19.6,19.5,10.5,446.0,0.0027429268471823,0,696.949137974833,411.41725708415805,145.34788915202992,556.765146236188,0.7988605134859826,MAINS
19.89,19.0,0.0,440.666666666667,0.0027210403504494,0,1983.733149810157,166.00660854332864,308.8943102456463,474.90091878897493,0.23939758169309358,MAINS
20.0,18.89,0.0,440.333333333333,0.0027238032974594,0,305.55269318347774,850.7159712043618,112.21630035872289,962.9322715630847,3.151444228916892,ECO_SOURCE
19.5,27.79,0.0,448.333333333333,0.0038919441216455,0,390.9032945954268,511.57773080420816,279.4832873476988,791.061018151907,2.02367447163788,ECO_SOURCE
19.29,27.7,0.0,439.0,0.0038285818140371,0,355.8358299552669,260.99816110135026,325.39077713802703,586.3889382393772,1.6479198801118309,ECO_SOURCE
20.2,18.6,0.0,432.0,0.0027153580855378,0,294.9406352184496,886.6634924084204,106.92203444752568,993.5855268559461,3.368764450242812,ECO_SOURCE
20.6,20.7,0.0,460.0,0.00309941018839,0,2122.7001128275624,299.8935475543126,172.86184099126294,472.75538854557556,0.222714167530635,MAINS
21.29,20.29,0.0,689.0,0.0031700597380283,0,262.4695425824643,521.1092006053757,48.84790699287991,569.9571075982556,2.1715171291510247,ECO_SOURCE
19.6,30.2,0.0,438.0,0.0042583241796997,0,2466.5249869232166,191.73406332780212,262.1306599117362,453.8647232395383,0.1840097812289737,MAINS
