Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,main,solar_output,wind_output,total_renewable,renewable_ratio,energy_source,light_out,humidity_solar_out,temperature_out,wind_speed_out,atmp_out,humidity_wind_out
22.2,26.8566666666667,444.0,1097.33333333333,0.0044450463275202,1,1664.6739636764166,674.6516547251921,140.85946745980374,815.5111221849959,0.4898923993404374,MAINS,73748.01019272069,31.42901766483482,27.469477875878773,4.014059393477958,24.552629920202605,28.22514410133145
22.1,38.8633333333333,442.333333333333,1995.33333333333,0.0064132855393714,1,1384.47289684109,543.7861865516514,166.18609817402296,709.9722847256744,0.5128105334135444,MAINS,53257.54178975544,41.32708404469542,26.13036099801608,4.012846851521586,24.915911159918345,37.491176980661635
19.7,19.39,0.0,444.0,0.0027444541255403,0,406.7327244460472,404.61138278824336,123.61186039248065,528.223243180724,1.2986986574540855,ECO_SOURCE,38725.528328508124,40.9195324050532,26.889782963392005,3.3627352630629677,26.24238818931584,35.16292918748999
19.1333333333333,31.39,0.0,433.333333333333,0.0042996771186515,0,291.6144445905391,293.1401564396801,63.097527297911554,356.2376837375916,1.2216050691103149,ECO_SOURCE,29533.62642246574,37.73518279719823,23.84094880633927,1.563811645085219,26.482271629792912,30.406982469511213
19.7,19.39,0.0,437.0,0.0027444541255403,0,457.9563471005365,562.5948708965157,216.77308631508723,779.3679572116029,1.7018389681593515,ECO_SOURCE,62739.79426304718,26.85883343735315,25.581665109824076,6.090725814634029,24.883489092413583,36.34142557870337
19.89,26.7,0.0,438.75,0.0038305689319086,0,295.4525628526109,684.3153254004578,59.49154680373096,743.8068722041888,2.517517076253095,ECO_SOURCE,69995.73023623893,32.09150643583426,30.296853647598347,1.7066861893091265,27.194260541572927,30.008245893762385
22.0,38.59,438.0,1940.0,0.0063286156947842,1,1036.0162074829113,692.338874880062,199.0646529493045,891.4035278293666,0.8604146550902968,MAINS,61697.92069493108,27.93135443977208,26.366584650138677,6.185102339678066,24.189260440723945,39.62436717126095
19.2,27.6,0.0,429.5,0.0037932139445365,0,252.06107589166504,480.884443778629,272.14541896862056,753.0298627472496,2.987489679171643,ECO_SOURCE,50116.25795867556,49.73459529432255,25.56273634255255,8.533164749981804,22.115029163970014,40.850894945326814
19.29,27.2,0.0,464.0,0.0037590561850982,0,491.61468943271433,794.6272023773612,250.3250579016922,1044.9522602790535,2.1255513367284617,ECO_SOURCE,86375.85561952092,34.370504083603066,31.56506596872356,7.029039646265048,23.10567290625242,44.87466578810457
20.29,33.0,0.0,450.0,0.004861092042156,0,313.09814876313646,538.0783848359684,285.37275937923096,823.4511442151994,2.6300096230787773,ECO_SOURCE,53341.613575501644,32.81558175995694,25.23522363087499,6.86342632102953,22.64409510779543,30.724313064337597
19.39,27.1,0.0,457.0,0.0037686851408931,0,2082.01632341074,221.07541180230075,131.71930780784737,352.79471961014815,0.1694485848373192,MAINS,23446.249050449434,57.1924307203179,24.335508172111474,4.01760592263843,25.86607564492414,31.66321943366374
21.5,25.89,0.0,491.666666666667,0.0041034997331217,0,396.30279099551944,226.56720527718304,233.97955805042074,460.5467633276038,1.1621083015103235,ECO_SOURCE,21173.26213708895,25.67406988240483,24.070737556723437,6.630966452757289,24.891374812913785,41.19394480514039
20.5,33.59,0.0,650.0,0.0050138106150364,0,380.8534240359053,680.3430921152517,151.73196620038365,832.0750583156354,2.1847645466808006,ECO_SOURCE,60218.919818690214,41.02062694045968,29.76792712395187,4.129407087163466,26.111711899945277,29.429002453785653
22.29,26.15,472.25,893.75,0.004351214713085,1,1443.2104077615568,486.8655035316509,412.8927143556018,899.7582178872527,0.6234421627285744,MAINS,51055.428698478216,25.555885202039512,25.745411137168276,11.54009999260341,20.561110510818047,57.89792001918716
19.39,27.6,0.0,438.0,0.003838647196703,0,230.70456495805232,323.2528007126758,265.78503963770254,589.0378403503784,2.5532127656749215,ECO_SOURCE,33000.57904975525,61.92531180197885,24.243432176376032,7.59235334210324,22.55117391481169,42.89698903700854
20.29,33.09,0.0,451.0,0.0048744534616992,0,325.3626430506662,741.162342107984,72.09600632638478,813.2583484343688,2.499544326321834,ECO_SOURCE,66484.30105875108,36.542496483541356,26.574982105205343,1.9660196867081483,26.647363854893758,31.078767097304997
20.0,25.7,0.0,445.0,0.0037116162768695,0,1313.2572340698105,431.9387819910086,142.2963927117124,574.235174702721,0.4372602410292115,MAINS,46932.08703233298,48.60314327874511,26.577287738085438,4.350415178977023,25.985699164474273,29.64427302459893
19.9266666666667,29.79,290.666666666667,424.333333333333,0.0042867293788519,0,1785.3207560886506,338.74760156130895,374.83847594898174,713.5860775102907,0.39969628711069405,MAINS,34067.11768581992,45.98929576869156,23.87060870002292,9.420211404825775,19.54261237152291,55.53492578846513
19.5,26.7,0.0,460.0,0.0037383739208854,0,509.403783437532,300.9426358635807,258.60341757903814,559.5460534426188,1.0984332500766276,ECO_SOURCE,33457.49985482734,60.30988672310379,25.31462874733901,6.19042766194084,21.121640739377217,35.51710388960355
20.39,18.7,0.0,439.0,0.0027624106412118,0,269.8705515948445,154.04861329612936,416.2789359895719,570.3275492857013,2.113337472040786,ECO_SOURCE,17374.73428760389,28.92982352841203,23.420740765508246,10.74537383865238,19.857489576745337,35.61300856882244
19.39,31.29,0.0,436.0,0.0043554513076846,0,491.4126779710915,546.0405254462361,407.9252975243289,953.965822970565,1.9412723068302367,ECO_SOURCE,53139.78781566407,42.76519516186573,26.3421228365201,12.55534664276934,23.216147799577378,32.96423793887388
22.2225,24.84,433.0,933.25,0.0041147342969363,1,2311.9169288219036,388.39333043690596,368.7179375284121,757.1112679653181,0.3274820381851365,MAINS,41170.60888090693,47.00763258440926,24.608097458567347,11.498118832936417,21.526474949664767,38.11909314249244
20.0666666666667,19.26,133.0,460.666666666667,0.002788934720234,0,361.8069516556196,388.92617408655036,223.33872201054731,612.2648960970977,1.692241935361907,ECO_SOURCE,35233.073587115854,42.357441968538296,26.05411985647274,5.635268525674608,23.76658268423805,42.581155094491486
19.7,30.1,161.25,422.25,0.0042707522933524,0,462.5987247913724,625.366813705912,163.88477110724585,789.2515848131579,1.7061257252040694,ECO_SOURCE,68545.2314551918,28.135206829813562,27.36618686715741,4.796413075437055,25.69382737102352,31.861941509043138
20.1,33.09,0.0,451.0,0.0048170646240456,0,218.34128900366707,131.40808205535873,113.39984821288576,244.8079302682445,1.1212168407787173,ECO_SOURCE,14477.263652661419,50.92064476823228,23.547958793069537,3.005169634200147,24.99407208663052,33.05125224007639
20.2,29.945,419.0,736.0,0.0043832519781644,1,2072.0034108241593,426.6441332615606,440.31777054172744,866.9619038032881,0.4184172184631905,MAINS,47391.820328921225,34.114324824844104,26.753203988279356,11.917156667603631,21.305464443779147,37.974048687276536
20.39,19.1,0.0,465.0,0.0028217677022694,0,290.68301014893456,204.41777409856752,184.25690578481806,388.6746798833856,1.337108349346747,ECO_SOURCE,20916.13046056411,45.45989264898384,23.357071011308026,4.483100867845286,24.9582066617373,34.99351820978961
20.5,18.89,0.0,431.0,0.0028097037991726,0,1502.7770875725853,531.1234334863668,72.78988247734831,603.9133159637151,0.40186486802191523,MAINS,49897.544873751074,30.63633542752102,24.914028941009132,1.7706469915532197,26.352384596472422,30.92782243242304
21.29,33.2,489.0,1414.0,0.00520396186213,1,2438.3653760078387,347.03426759001854,226.93618763596552,573.9704552259841,0.23539148844284563,MAINS,31116.852247113005,34.329353673447535,24.06920067324337,6.214529381335877,24.141984594421803,39.90117540886105
20.2,19.1,0.0,453.0,0.0027886788419793,0,1470.7703786593524,375.36341709945776,204.25923315908375,579.6226502585415,0.3940945906096392,MAINS,34441.831001633065,53.83465051644915,25.796336504578036,5.879350483155936,23.123991957490237,41.60124212257257
22.39,17.7,362.0,452.0,0.0029565564114779,0,234.35986049790446,485.32281523753414,297.7896988038591,783.1125140413933,3.3414959045360737,ECO_SOURCE,53933.53808124745,26.890462191952547,26.354671093120974,7.681435723852558,24.005450132296154,48.65740208558248
19.2,30.79,25.0,428.333333333333,0.0042346172954835,0,246.67709731550235,783.6763488632859,116.66952048618263,900.3458693494684,3.649896480652671,ECO_SOURCE,83629.53144750441,24.190376981627377,28.16057424284163,2.850938018443986,26.036443713388785,30.503405152048977
21.675,21.175,433.0,813.75,0.0033884423949699,1,2578.4337859642746,395.02132219902757,368.6009391076288,763.6222613066564,0.2961574058885826,MAINS,38812.4389487238,58.3425386245452,26.679552513450638,11.144484281129788,20.503581428627403,46.71756680008011
22.0,20.795,474.5,873.5,0.0033943764272838,1,2159.474215438973,588.2349954912567,244.65322969500056,832.8882251862572,0.38569028480710504,MAINS,53338.52011508813,33.07042038878003,26.41535379860941,7.209735910621662,21.48092968161266,45.39507463115727
20.7,34.4175,419.0,568.75,0.0052026374244176,1,1941.7559971443907,476.90884979976653,398.6953102795634,875.6041600793299,0.45093418604964874,MAINS,49624.161537060536,30.99539168051301,27.669504101825805,9.562009783636483,17.45921463514083,51.854734029268215
19.7,26.7,31.0,424.0,0.0037854058514581,0,246.3104580116545,562.1801551434014,393.0054626800319,955.1856178234333,3.877974266842691,ECO_SOURCE,59155.95048152828,41.323660984908656,25.392245593734998,11.129225346711857,21.132135185930327,58.489755047736125
19.39,26.89,0.0,467.0,0.0037393057416832,0,1598.332771864685,779.1345391185126,21.942385168008634,801.0769242865213,0.5011953320283548,MAINS,77320.47565675237,20.034064957010067,26.097424810304947,0.5610305384047913,27.43200645916973,25.938872707725984
20.5,21.1,0.0,454.5,0.0031400792838513,0,374.23057508432646,212.56778614894975,29.895779812572123,242.46356596152188,0.6478988679823579,MAINS,21906.897594575003,56.57809718194655,23.564292418492172,0.7199108602254227,27.37140635504542,27.321771090452206
21.55,19.34,560.75,663.75,0.0030696616041155,0,319.91586529232825,332.5855316733529,59.52546847607704,392.1110001494299,1.2256691295729651,ECO_SOURCE,31926.58515078661,49.08702840617906,24.948101132906014,1.8445949895456257,26.576273304087664,27.710744194965084
20.15,33.09,0.0,451.0,0.0048321087483126,0,391.80162905042175,728.3128210632589,208.44226126041818,936.755082323677,2.3908912390027965,ECO_SOURCE,75051.19833079663,31.03876346814308,27.842222969717103,6.150920827611379,25.54728760666162,31.524932818539114
22.5,17.34,151.75,443.75,0.0029156650794581,0,944.7273810315139,360.93827490292284,110.39396708368561,471.33224198660844,0.49890820510778217,MAINS,36819.544325414776,43.416899319142935,25.345175029461142,3.0666891745618416,26.260238786937187,32.06092963196021
20.84,19.65,419.0,573.0,0.0029854707012152,1,1149.5089526603995,650.064281674599,122.2911108596287,772.3553925342277,0.6719002846795621,MAINS,72403.07150589387,20.12583194465921,26.265331132848964,3.5175007570279457,25.453890773470825,33.08899829837239
19.55,30.15,0.0,438.5,0.0042379461506166,0,847.048981976792,741.5896162998788,44.35448697063224,785.944103270511,0.9278614578301269,MAINS,66567.94893096952,41.75415401579147,28.32780245293318,1.132357166993787,27.34587007947022,25.876416523666304
19.89,26.6,0.0,439.0,0.0038161342109962,0,668.1483927323515,643.044713446113,120.75514360250166,763.7998570486146,1.1431590128131603,ECO_SOURCE,69124.57734128872,30.2794899814036,27.782061482408988,3.441521904296787,25.54207548739465,29.977930955902025
22.1,27.2,0.0,567.0,0.0044747382697237,0,462.22153199155554,734.9524090164032,243.49806644256427,978.4504754589675,2.11684313200027,ECO_SOURCE,69863.48877064126,38.0367145183078,30.7582793401484,6.29182663337138,24.431448175932147,35.226319095756445
19.5,30.5,0.0,439.0,0.0042740831504546,0,424.6752921435559,568.9684838416268,259.76359454692357,828.7320783885505,1.9514487744401396,ECO_SOURCE,54062.51270971104,46.73321605367734,27.37142030821283,6.613148295899271,21.18209953139819,38.640940677291496
20.1,33.09,0.0,449.0,0.0048170646240456,0,2636.4004155448642,282.31219640214783,128.5318502623685,410.8440466645163,0.1558352229965065,MAINS,25507.95791950053,51.66510417965861,24.312663685186088,3.57988250017299,26.48965362920897,34.540708111965316
19.5333333333333,27.0,0.0,474.0,0.0037885248351872,0,368.5393557986414,542.9223232058545,249.55984539799263,792.4821686038471,2.1503325388044447,ECO_SOURCE,49314.98859934796,32.62634815109899,27.179517806764576,7.321461589685376,23.194274167045787,42.69023930570513
19.7,26.7,31.0,423.0,0.0037854058514581,0,1717.8702257552925,324.7329742192151,181.8298130649439,506.562787284159,0.2948783788725598,MAINS,32135.40390019727,51.58555690006398,23.740688852411125,4.412414895086178,24.680661562879852,31.373553033636615
21.1,20.1,0.0,538.0,0.0031036362031379,0,344.6405999209949,97.36366494984976,184.03398625571592,281.3976512055657,0.8164959417725974,MAINS,9004.124759741726,42.77238056274604,22.965040179200823,5.14203668914506,24.150210546601826,40.59965796864586
19.65,19.4725,48.0,452.5,0.0027476004677509,0,325.62769714479646,534.2102776081654,106.02694035838904,640.2372179665545,1.966163270447664,ECO_SOURCE,54165.955674010685,40.92257337485438,27.797344332987976,2.4414792932138334,26.209268106777007,33.72023430270516
21.9633333333333,37.56,439.0,1828.33333333333,0.0061441318990109,1,2912.5384236361797,595.1833034581134,46.434392967958345,641.6176964260718,0.22029501524139192,MAINS,53005.286421399556,30.5165824716523,26.04023940221557,1.4474843791013816,27.065853041142883,27.64143169888724
19.29,31.2,14.0,438.0,0.0043156941375931,0,276.1090489987432,397.4824443792423,180.25376284858112,577.7362072278233,2.092420401732118,ECO_SOURCE,35291.043175060826,41.5850278674773,24.301513588434776,4.776454129993255,25.353922684868614,29.332159009567654
22.0,24.1,0.0,844.0,0.0039372678336153,0,364.9151765489933,740.3436869652884,228.0072710003324,968.3509579656208,2.6536330089730056,ECO_SOURCE,79244.50507119598,25.242291830890018,30.68594846908886,5.9629343605395215,24.193704544839306,37.76113889033063
21.65,20.34,465.5,789.5,0.0032491285240774,1,2293.9944141454407,653.9750373711064,168.80693997450666,822.7819773456131,0.3586678207549673,MAINS,70245.05893690024,28.247191802409837,29.065684516353134,4.362092800992021,24.962883864374145,35.02900976803674
21.29,33.1725,481.5,1414.5,0.0051996153177945,1,1777.8228480930745,368.9995309344025,388.8742355287596,757.8737664631622,0.4262931862283531,MAINS,35351.52201796501,36.55064187320623,24.134238356739765,11.244513910866251,23.477029014511174,37.88422814636314
20.0,18.7,0.0,437.5,0.0026962878914887,0,406.4352977619051,465.1725108779365,153.12509505486258,618.2976059327991,1.5212694599547445,ECO_SOURCE,49133.63410286253,39.71970523084721,26.214398958392138,3.748709689284373,25.275371937950503,28.735806195574185
21.0,25.0,0.0,444.0,0.0038411240057139,0,439.74739133143464,387.6455211564523,29.0587346167032,416.70425577315547,0.9475991534855707,MAINS,42657.0799317023,41.95851744129169,26.66238027958334,0.8891106811674878,27.480140540917567,27.165988024828884
19.5666666666667,30.1666666666667,0.0,442.666666666667,0.0042447297696501,0,373.8832697684852,141.29134952989904,304.5600276062702,445.8513771361692,1.1924881726113283,ECO_SOURCE,13973.224110500321,66.49635293616666,23.295603582600084,9.371040029718541,23.572431513155422,40.870502473882624
21.1,36.2,447.0,821.0,0.005612063544187,1,2227.209941377057,649.0494555216711,63.83724507114189,712.886700592813,0.3200806027976167,MAINS,64937.46409572527,30.95313529208844,28.007770915116378,1.9904989185306936,26.47136936362666,26.398296311889116
20.15,33.0,0.0,451.5,0.0048188642925995,0,254.1449024204398,332.7286260552235,68.4901423945968,401.21876844982035,1.578700830229802,ECO_SOURCE,31065.271366635625,52.55540475723581,25.508540323845796,2.134584279871599,27.192853062914164,26.460152670416434
19.445,26.7,0.0,462.0,0.0037255308668098,0,394.82899392202125,719.2438735721134,78.4150398074334,797.6589133795469,2.020264280634579,ECO_SOURCE,80945.34339554165,44.2144627749775,30.115776912716264,2.225954454431293,26.34617889180965,30.81814751487603
20.0,18.84,0.0,439.0,0.0027165621661509,0,496.76500502617586,173.35016734792504,99.72013888215545,273.0703062300805,0.5496971474785985,MAINS,18699.942654797807,55.924205815503655,23.023619397587147,2.5395421607784656,26.124891964844505,32.5829777699652
19.29,31.29,0.0,439.5,0.0043282298833415,0,227.32532446401544,437.0014914873551,264.90048437007744,701.9019758574325,3.0876541252602077,ECO_SOURCE,44519.79772234271,44.1864049031515,27.219001112885408,7.772452742084707,23.255910219562622,45.096649739703565
22.1,37.9,426.0,1803.25,0.0062527167593995,1,891.1917900090015,703.8638627451146,82.76330041931901,786.6271631644336,0.8826687722925368,MAINS,65911.46256635703,34.73935653656241,28.182848123999957,2.234544136756249,26.384707779503753,29.81080516417286
22.2,26.6,454.666666666667,1069.0,0.0044022647703782,1,2671.497820473651,646.6756366519463,202.70180487880484,849.3774415307512,0.3179405332174886,MAINS,56988.4475706602,29.400735511680054,26.83093634364029,5.282023157624421,24.79591390787942,38.03842016797773
22.89,17.65,341.0,457.0,0.0030394553212435,0,1746.2223844867704,440.38114651431243,239.20073397874714,679.5818804930595,0.38917258565139423,MAINS,43929.94733319009,48.31825597707103,25.73007795823408,5.791171447959858,23.43990105100096,34.63865662096836
22.29,26.1666666666667,334.333333333333,900.333333333333,0.0043540073665379,1,1106.1762590868243,380.984207405342,260.27763790920335,641.2618453145453,0.5797103671741453,MAINS,34942.69524047041,30.856483861095143,24.527750360644585,6.800070154627166,23.19359597465411,33.4882025797118
20.29,33.0,0.0,488.0,0.004861092042156,0,422.62777776747333,447.4924026228544,126.56059836773464,574.053000990589,1.358294535259887,ECO_SOURCE,43618.29823023824,37.40536908614862,24.926780638898975,3.4248113639493627,25.13539829349875,29.392182857029216
19.29,26.1,0.0,470.0,0.0036061541641287,0,1793.1160945314748,759.0584159004011,116.12218446145806,875.1806003618592,0.4880780463858008,MAINS,82878.79583453093,35.93413475128157,28.557192237381162,3.5041352914341477,25.904013786046733,32.98296181869046
19.79,19.2,0.0,444.0,0.0027327330336943,0,1755.7280331107281,597.4378918535971,148.54241973189255,745.9803115854896,0.42488375051105826,MAINS,62653.86282696938,28.113043577511604,26.940743589489326,4.262201906106026,25.380020325578702,35.86790270434936
19.245,31.15,6.0,424.5,0.0042965848707755,0,275.21954780061634,235.78261625585876,333.925630586914,569.7082468427727,2.0700137450102187,ECO_SOURCE,24347.02183577669,39.005038404437606,23.43557812895287,7.720301884211344,22.855425043371092,31.620393662717188
22.39,27.39,0.0,620.0,0.0045870824294015,0,584.0157668276809,214.0806606474392,217.46945748538351,431.5501181328227,0.7389357319528592,MAINS,19940.6450002016,55.20008030994115,24.065217029489787,6.450422388404528,25.06777155366886,35.077689367750175
20.2,19.1,0.0,453.0,0.0027886788419793,0,493.4796390588422,600.8944713863652,153.8363342314589,754.7308056178241,1.5294061717667553,ECO_SOURCE,63278.12497453613,29.52810781766858,29.147674371967263,4.322714223543954,23.966304649101794,38.18752738991778
20.865,19.945,13.5,435.75,0.0030351977704683,0,2488.325953165064,625.0162435025481,313.8415846979994,938.8578282005476,0.3773050017849764,MAINS,63989.768258033146,20.972556429474757,28.887673633639597,9.516314865627043,21.840547385733842,33.75193103150569
20.84,22.945,0.0,449.0,0.0034888958384856,0,1395.894127008961,271.1797019086192,36.731589791801845,307.9112917004211,0.22058355697806042,MAINS,26970.959633249688,29.455130671257873,24.78208385762276,0.9535216871326424,27.095639894562787,28.04387249246928
20.1,33.09,0.0,447.333333333333,0.0048170646240456,0,1095.1479226655015,589.2197896983922,173.03930687233492,762.2590965707271,0.6960330022956626,MAINS,62625.83753681691,40.89184457388301,26.817342182161184,4.93148574133168,23.896319329221985,37.51404976325507
19.5333333333333,26.89,31.0,430.0,0.0037729964786778,0,240.33711223011932,491.87371942749974,137.7937153826873,629.667434810187,2.61993426220121,ECO_SOURCE,48903.334683879715,34.252061357289215,26.81973050663108,4.287775854270691,24.726130653724447,30.96423700963728
20.29,33.09,0.0,449.0,0.0048744534616992,0,260.1080912010351,437.27942788236027,267.92017191455744,705.1995997969177,2.711179020001633,ECO_SOURCE,45565.30427555559,48.431793140888786,26.258779519467005,7.220720794442812,23.93821462185043,32.89019876662172
21.7,20.0,377.75,757.75,0.0032043703156642,1,1487.4411865540965,418.949263019228,311.05494453751874,730.0042075567467,0.4907785357536873,MAINS,40215.57330484297,50.691754740252826,26.520358185918774,8.05338530284619,21.252967601448304,43.245339693714676
22.7,17.0333333333333,153.333333333333,441.666666666667,0.0028990149006283,0,2332.8795781146446,694.4396031374404,242.00704589787287,936.4466490353133,0.4014123394196447,MAINS,75398.15479445894,24.70459184595853,25.92978719476003,7.093562420992412,21.93388223687729,30.427609025465024
21.29,19.1,48.0,438.0,0.0029832453374038,0,1311.286339029773,720.2467402254381,133.84599551735502,854.0927357427931,0.6513396123494587,MAINS,79629.62398368311,38.90417421406184,28.893261033589166,3.346306166823728,24.87765039170294,35.78887822771712
21.0,19.7,0.0,476.0,0.0030228482235861,0,491.7704706949211,605.4280593693949,194.9460097337569,800.3740691031518,1.6275358460871854,ECO_SOURCE,55274.01113380048,28.56948674086089,26.97736774117039,6.021955576136409,25.222171743853053,30.03928955878067
22.4266666666667,26.6966666666667,429.0,1088.0,0.0044801828822053,1,1157.0885847540526,553.9954511053523,148.49058779377822,702.4860388991306,0.6071151752382459,MAINS,49052.98957925939,36.9406030536549,26.75175422022449,4.580864109299916,26.152177643218458,34.38508279207697
19.34,27.445,0.0,425.0,0.0038050230787118,0,477.32902753527867,263.50811977845655,162.44860981940224,425.9567295978588,0.8923754999718239,MAINS,23381.81627275851,53.72722607543599,25.0644844393466,4.269522510990222,25.453138230870614,31.056800678358744
21.2,21.195,0.0,611.5,0.0032938723973068,0,1238.7263952580734,602.0166051622692,171.33860689069562,773.3552120529648,0.6243147922038472,MAINS,55542.91889017615,49.94484409224449,26.366599581243868,4.444610077945372,25.094405663347946,37.58036889125093
19.7,19.29,0.0,449.0,0.0027302380307993,0,206.75129822860595,440.7639935564244,178.56502365390037,619.3290172103248,2.9955266182925224,ECO_SOURCE,48587.367320516496,32.75204709271608,27.138216556303952,4.896558883059241,23.39618446311949,36.016469887399424
21.89,36.95,444.0,1684.0,0.0060161288067652,1,2582.075941970678,667.0983331972049,151.3645648059849,818.4628980031898,0.31697863130180715,MAINS,71648.30007899528,25.219555855775397,27.641238260104835,3.9905573043411424,25.04115360547237,37.36601532906458
21.0,24.89,0.0,445.0,0.0038241191513591,0,2756.5161072915967,558.7614060923785,232.50304465473877,791.2644507471173,0.2870523588286124,MAINS,60824.145227498935,31.860626460998603,26.505223175835063,6.979106825007822,22.06624064002498,40.40266260447582
21.0,32.4725,454.0,1289.25,0.0049984623285902,1,1396.7888135425337,914.4324528541187,43.43218134555008,957.8646341996687,0.6857619597985853,MAINS,96155.423719416,36.876893506619794,32.18541934188154,1.2285659263519162,27.340943599214196,26.85010218351487
20.8233333333333,35.8266666666667,0.0,1182.66666666667,0.0054591711830722,0,734.2183433323485,290.290374152177,178.2169018496868,468.5072760018638,0.6381034746087664,MAINS,31803.648989749283,37.996226309854876,25.420236901786662,4.163176462679779,24.398835023685827,35.996146754221336
20.39,32.9,0.0,505.0,0.0048765158292672,0,486.3852114512162,275.0930093869972,100.9946413280445,376.0876507150417,0.7732300280942296,MAINS,28463.390909977432,47.57469101190733,24.630222771367354,2.959128099958037,25.527704823144774,28.912801234309732
21.0,24.7,0.0,439.0,0.0037947493066615,0,2344.404202877278,811.2967933705328,253.46277198365854,1064.7595653541914,0.4541706434613179,MAINS,87968.74840450313,20.848679853425942,31.507734710495747,6.179862336768563,24.64917520531691,39.0032873520629
19.2,31.6,0.0,437.5,0.0043467969176909,0,203.35979157671125,296.93305776903725,342.99287780578646,639.9259355748237,3.1467672670850044,ECO_SOURCE,33268.04467250324,65.0063662316866,24.57580801065074,8.628261840673817,23.049906663327516,44.26507844628763
19.39,27.0666666666667,0.0,465.333333333333,0.0037640215599955,0,2581.268169794613,783.760691231031,189.06812413439496,972.828815365426,0.3768801811254009,MAINS,80988.68997385836,23.014735686761696,26.933981835825783,5.297415073138449,25.434359672907423,35.20827173994992
20.29,32.9,0.0,462.0,0.0048462466884512,0,394.621830242541,263.74517837675097,191.65426863325877,455.39944701000974,1.1540148367618532,ECO_SOURCE,24115.31146293372,35.37603766736465,24.23045205683008,4.5361912335927785,23.50743617034231,36.15213535436552
